Tweet,target
#NoBetterFeelingThan teetering right on the edge..\n\n#joy #pleasure #happiness #bliss #anticipation,0
Nice to be able to turn the alarm clock off until next Tuesday morning. #awesome,0
@nadisaonline i'm very happy glad or whatever the feelings i'm not into dramas,0
"#Laughter creates a #positive #aura &amp; transforms you into the most #beautiful , #dynamic &amp; #attractive person. \n#Yoga #YogaLaugh",0
When the water is boiling add in the spagetti,0
A simple wallpaper ever 😂,0
Make her burst into laughter bcs of you.,0
@SenFeinstein @SenatorDurbin @SenFranken will @GOP donors like @HobbyLobby be prosecuted by FBI Dir for known #materialsupport ,0
@Jamiebower first second on #WillTNT is music to my ears 😭❤️ #shaking #missedyou,0
@MinxieButt Not even from our own kind 😅 But I don't need any anons if I can feel the appreciation from fellow shippers every other day 😊,0
#Past #success or #failure is no #indicator of #future #performance DON'T be #afraid to take a #risk.,0
"being an entrepreneur at 18 is a real blessing 🙏🏼 the flexibility, doing what you love, and being the one in charge is #great #blessed",0
Happy birthday to me 😄 no I'm not lucky I'm blessed yes 😂,0
A bit late but had to say Love You Zindagi by The Live 100 experience gave me goosebumps!Big shout to all of them! #awesomeness at its peak,0
"Music is so empowering. \nit can literally bring people tears, smiles, laughter, and so many emotions",0
There are recipes for #porkchops w apple cider glaze but has anyone tried the meat steeped in the vinegar &amp; #BBQ w hickory smoke? #delicious,0
"Vegas, you won. ",0
We cannot let @Comcast #bully any #indiedev into paying them for a 'faster lane'. Most indie devs don't have these funds. But @EA does!,0
When lil bro refills your water bottle cause it's a desert when I sleep... #cheering #lazysis,0
@jeonahjumma dont worry abt it bb,0
Gonna find my baby gonna hold her tight gonna grab me some afternoon delight,0
"When you feel like a smile will be fake, add a laugh to it. You will be surprised how joyful you will become.  #simplylovejesus",0
I hella should've stayed natural in college,0
@LDN_Muscle a #bright and early session this morning before work! #fullbody #ldnmladies surprised that it actually helped reduce my #doms,0
@JeannePaulShop @CrocBead This is such a pleasing color palette!,0
@karenlynnn I'm just a dabbler but I'm very glad to meet you as well. 😊,0
@WalmartToday your hitting it spot on with your commercials. Love the one with the town coming to eat and bringing chairs. #brilliant,0
My love for black people does not mean I resent white people.,0
"Morning! Good vibes today people!! It's July 11, 2017 at 09:00AM #goodmorning #twitter #happy",0
Today is your day... \nSoar your spirit. \nUnfurl your joy!\nWishing you all a bright week!\n #BloodyCrayonsSpecialScreening,0
"@Kiranansi Phew, good. As much as I like adorable cats and dogs, your snek always makes me smile.",0
May God grant us the ability to see His unfailing love fill the earth 🌏 #Psalm33:5 #awe,0
"once again, good afternoon to the uk charts only the us charts could take some notes from us 😊",0
"Even though it is raining, sun will shine #AndrewGoldman_I @AndrewGoldman_I #wisdom #think #philosophy #knowledge #life #happy #joy #best",0
"'..... wear loose-fitting clothing, which allows your skin to breath and prevents irritation in at risk areas....'",0
I got to ride with and witness Amanda Coker break a 77 year old bicycling world record. Awesome athlete!  #amandacoker #tdf #relentless,0
"Working at my kitchen table, with the 3D whirring next to me. Me working on some Facebook-stuff, the printer on a stimpack.  #bliss",0
"Spread #hope, #peace, #love and #joy NOW! #TuesdayThoughts",0
@PromilaSingh15 Thank you so much Promila aunty 😃,0
Thx @DirectEnergy for hosting us @StampedeShaker ❤️ my boys @TomCochraneMUS @Trooper @Sloanmusic 😍 #great #nite,0
@whounfollowedme - I'm #very #glad to see You in my community !,0
"I'm an Indians fan so, I hate Joe Buck. Im glad he looks old af now. 😂 #bitter #AllStarGame",0
I have so many things to look forward to ☺️ #positive  #lifeisgood,0
@Roberts_An28 Ahww noo don't be shy! I don't bite 😫❤,0
I can't afford to be unhappy. I've made it this far and there isn't anything or anyone that's going to take my happiness away.,0
I wish for my Powers be multiplied and the Insight that I had into their understanding be made clearer #joy,0
They promised I would go blind but I still got 20/20 ,0
Today's ECLIPSE was a warm fuzzy for the entire country. A GIANT GROUP HUG❤️😎💕#EclipseSolar2017 #repair #smiles,0
What a tremendous initiative by @HitKPKD &amp; @ApolloHospitals  #SuperHitDonor,0
Nicole: we have to go somewhere warm and tropical\nMe: okay where?\nNicole: Oakland\n\nWhy does no one in my life ever look at a map?? #lost,0
@GaryClarkJr  seriously best turn out for blues i have ever seen. #amazing,0
First class of the day &amp; I have the hottest professor #god #is #good,0
@BroxtonDaniel I love you more than anything. I'm so glad we're able to make each other so infinitely happy😊,0
"A SPELLBINDING performance by @DebsNewbold. Electric physicality and sheer awe. A pleasure to watch, thank you. #ueafly",0
"Wow, you guys @FarPostSA truly rock! You got all the transfer deals spot-on! Well done. #credible #concise #spoton #brilliant",0
@AnteHarper I always preferred the quiver,0
Well seeing the #Eclipse2017 was #amazing really cool even though it only lasted 2 mins,0
"If your nail polish has hardened or is gummy, place the bottle in a pan of boiling water. The polish will be like new.",0
Watching Senator Adeleke and his joyful dance steps this morning got me rolling. Dude can bougie,0
Roses are pine green buttercups are aliceblue sugar is sweet and so on,0
#My #Mind is free of all aspects of #fear and #pain &amp; talk with me to produce #positive thought.\n#affirmation #thought #focus\nPlease retweet,0
So happy Steven and I were together to experience that 💞 she's so beautiful,0
It takes less #muscles to #laugh than to #frown - stops facial &amp; mental aging too! Laugh strongly &amp; often to #lead effectively! #leadership,0
My parents seen how sad I was n offered to pay the 1st 3 months in rent when he comes home til he get straight 😂😂😂😂 #blessed ❤️,0
2 hours of kip #class #blessed #happy #smiling,0
Chad and Sarah is honestly me and my ex 10 years ago 😂😂 #CBB #horrifying,0
So happy that I discovered coding...knowing what you want to do in life at the age of 23 is an amazing feeling.  #webdevelopment,0
"@danabente Well, thank you. Sincerely 😊",0
Today in Selfcare: beauty &amp; laughs Kung Fu Panda 3 #Wellness #joy #laughter #selfcare #therapist #philadelphia,0
@beyond_scratch @ben_nuttall @GuildfordLib The official pi jam kit has arrived! #RaspberryPi #excitement,0
"Smartest way through any complex, hard &amp; lengthy negotiation is to #consult, not #insult - #BoJo please take note. Never too late to learn!",0
Edge of my seat @GameOfThrones loved it #dragonsontheWall ,0
"@SAVAGEKERMlT don't #worry, froggy\nit will SOON be TIME for #FROGFEARFRIDAY!",0
Living downtown for the first time while #tiff is happening. Schedule is out today! #excitement #thechildrenact #StanleyTucci #EmmaThompson,0
Who's excited? The mighty @QLDmaroons or the @NSWRL #maroons #blues gonna be a spectacular game @suncorpstadium 🙋🏽‍♂️🙋🏽‍♂️ #Qld by 8,0
@NikkiWoods Start where you are. Use what you have. So what you can. AND do it with a #smile and #confidence. ❤,0
"A #happy woman is always ., A #beautiful woman !😊😇\n#womanhood #beingwoman.",0
My dads big day is only less than 2 weeks away. 😱 #excited,0
@Greenarmy46 Thank you! Glad you're enjoying them 😃,0
@TheSocialCTV I'd never leave the couch again! #excited and #weary ❤️,0
Gm and have a  #Tuesday!,0
@DOBrienAJC What did you do to rile up all the Roberts?,0
@soyoprincess @MisfitPhoenix @beastynewall @Gunderthswain 'Racist'is the fashionable insult - ignore it.,0
One of my clients just said that my look reminded her of Kim Kardashian! Oh shoot hey now! Watch out...\nNot bad.. okay #flattered,0
"When you wake up early to workout and then the fitness room smells awful, so you come back to your room to do core...",0
@RandyRainbow Brilliant &amp; clever as always. #delight,0
Olivia is a prime example how you can be gorgeous on the outside &amp; have a really shitty personality! #looksainteverything #loveisland ,0
@MaxineWaters Love you! #relentless Thank you for being a voice for our country!,0
Words are simply amazing people can twist them and make them say anything 😅,0
The hype is real. #SagasOfSundry #dread is amazing. @JoinTeamAlpha,0
Choose someone who makes you laugh #😂,0
"@ArcadeGirl64 I actually really like hearing your thoughts either way, don't hesitate to share :)",0
Feeling #grateful for the @davidlynchfoundation.la for teaching us how to meditate. Happy #WellnessWednesday! #justbreathe #foreverwellness,0
Look at this little guy! He is connecting to his magical self.😇\nWhat do you do to keep life magical?🌈 @AnewPerspective #magical  #be,0
McGregor is a clown 😂😂😂 #hilarious #MayweatherVsMcGregor,0
"Do you ever fall asleep before you set your alarm, but then the Lord wakes you up on time anyways 🙌🏻 #WontHeDoIt",0
"@helen_bywater @SDWorxUKI @TonynJo9091 Congratulations Jo, that's fantastic #30Years #inspiring",0
Happy Birthday @RyanRolison24! Have an AWESOME day! We're keeping up with you on the Cape and you're doing great!,0
It's a good morning today and I'm feeling lively 😊 #goodmorning #happy #lively,0
@rhyshenllan @disabledsg yes I like the idea of it . Waiting for details 😀,0
Avoid facial cleansers containing harsh chemicals which irritate and weaken the protective barrier of skin. Use natural cleansers.,0
@MarcMero Happy Aniversary to you both! Hope you have a wonderful day!,0
I got to ride with and witness Amanda Coker break a 77 year old bicycling world record. Awesome athlete!  #amandacoker #tdf #relentless,0
@S1dharthM @Asli_Jacqueline @foxstarhindi @krishdk @rajnidimoru Looks fun! 😀 cant wait to watch!,0
TARED tabby abaci rabid each dabs,0
@instaafp are we in for Lemar even though wenger was very coy about him in his press conference,0
"So excited for the final 10 eps of @MTVteenwolf! So happy @dylanobrien is back and @TylerL_Hoechlin returns, as well as @ColtonLHaynes 😄❤",0
i'll have my own apartment and not have to sneak alcohol into my dorm room or worry about being loud #blessed,0
nothing better than going on holiday when the weathers grim at home,0
@UnitedStandMUFC So English clubs get over charged and other clubs like Real Madrid bully to get players on the cheap,0
My heart is so happy I want to explode. ❤️💥,0
Galaxy Global Eatery is terrific! Like free stuff? Lyft gets you here FREE with code OATH,0
What can you say about @rogerfederer #awestruck.....,0
@LondonEconomic Sometimes our judiciary just leaves you breathless and speechless.,0
Omg! It just keeps getting better! #MUGGYMIKE &amp; #Sam have to go back in! #LoveIsland #drama #hilarious,0
"@ArcadeGirl64 I actually really like hearing your thoughts either way, don't hesitate to share :)",0
I am seriously considering takeing a day off just to stream all day really need to 😂 #😂 #streaming #take #the #day #off,0
@chichupedathaa ROFL 🤣,0
"Feeling slightly apprehensive, but amazing after this weekend off😊 ",0
"There's no pine in it, there's no apple in it, Let's call it Pineapple #funny",0
"Is @Tonysuniverse on Fourth of July holiday in his mind?\nOr is the heatwave getting to him, ha?\nGOTTA use your mic! 😀\nThanks for the giggle!",0
Its #amazing watching various news outlets showing mixed crowds of ppl watching #Eclipse with NO #racial tension.. #MSM can't hide this!,0
When you are with your friend and you are still laughing 😂🙌🏻🔝💕 @Tereza_Gray #FriendsForever #laugh #summer,0
@joannemarie2000 hopefully you are always #smiling TY #appreciate ya,0
(y'all) #snap,0
My grace is sufficient for you...#motivation #bible #optimism,0
@Monarch Really??? I've had to hang up! ,0
I start my lpn program this October 😌 #blessed,0
"@CoachBru lol, I have my awesome moments here &amp; there! 😄 Also shared it with a blogger friend of mine too.",0
Shitty is the worst feeling ever #depressed #anxiety,1
better care about yourself than about others because others wont care about you #lonely #sad #depressed,1
when you try your best but you don't suceed!!!😞😭😭😰😰😢😢#Sad #alone #tears #b #bored #boredtodeath,1
It's #AmazonPrimeDay! And I'm #broke. So in reality it just another day for me #depressing,1
Mentally suffered #iwanttodie #worthless #lifewithoutcolor  #pain #suicidal,1
Bout to cry 😭 I just wanna sleep I hate this job 😩,1
we mourn the death of our hopes today #james,1
@CPC_HQ Immature...and Trumpy. Sad one guys😕 Does this represent the intelligence and moral depth of CPC ? #bully #notinmycanada,1
I give up! #simples #unhappy #fedup,1
i think i'll be sad from today until 357632477 years later....im not getting over this sadness,1
@mandersonmsp84 @jamadoria I'm in tears. This is so heartbreaking 😭,1
Can't sleep.. been awake for hours! Still haven't come up with an answer.. #stressed #cantsleep #sotired ,1
@IrregularChoice ..about 6/7 of the rose gold balls have come off 😭 #devastated,1
Today marks seven years since the Kyadondo terrorist attack where many lost loved ones. We mourn &amp; pray they continue resting in peace. 7/11,1
no matter how many sad ghost man tears he's crying now! you are not entitled to forgiveness just because you're really sad now!!,1
Bro it deadass suck when you try your best to make one person happy and end up letting everyone down #disappointment,1
this year keeps getting more depressing and disappointing,1
"An email that will never be sent, a message that will remain unsaid, a voice never heard again. #loss #sorrow #Friends",1
Found out the peraon i liked wanted to that someone else #sadness,1
I miss my friends so badly 😢,1
"No, I'm not 'depressed because of the weather,' I'm depressed because I have #depression #sicknotweak",1
OMG my darling best friend's hubbie died today whilst on holiday abroad. #shocked #tears #grief #sosad,1
My head is been hurting so much and I lost my appetite,1
@narendramodi Really it was very sad and shame!!!,1
I don't know how much longer I can play stupid 😒😔 #heartbroken #stupid #sadness,1
Looking for good news today...not finding any on Twitter. Bummer. 😢 #depressing #badnews,1
Working with alergies is the most miserable shit in the world #miserable #alergies,1
"@iamsiroberts Go and see the hell hole which is Halton, now that'll depress you.",1
"we all think about it, some more than others \n\n#death #sad #depressed #suicide",1
And all the bullshit in your live ends and nothing will bother you ever again #depression,1
U know what's very pathetic? The fact that I dearly miss my professors but they probably forgot about me already. #sad #:(,1
"My life has been a #crazy, #painful, #awful journey full of #disappointment, #harassment &amp; #abuse",1
Unrealistic expectations attract disappointment. And that's what you were #disappointment #sad,1
They leave you with so many unasked and unanswered questions.... #Grandparents #sadness #myroots #abuelitos,1
I need to get out of this little funk so I can write!! #writing #funk #writerslife #depressed,1
"1st shopping experience with @paytm, what a disappointment! Product still not shipped &amp; they might cancel the order now. #unhappy @Paytmcare",1
Having a bad day @TescoIrl #nightmare,1
it sucks that my phone got formatted earlier and all contacts and apps are gone 😥,1
oh crap...I lost $100 on poker games yesterday :(,1
"@chuckwoolery I Feel sick reading this, when does it end? #dread #civil war? #sad",1
@HOESHIKO I used the wrong fowl sorry I'm a #disappointment please #killme,1
watching that video and realizing that I've gotten uglier #depressed,1
I'm so upset 😭,1
It's so sad when you talk so highly of someone then they end up disappointing u and making u look like a pendeja,1
Absolutly shocking service from @bookingcom especially when owed £327 Expected better from a comp Ive dealt with 4 yrs #unhappy #badservice,1
Depression sucks #getHelp  ,1
every time i think abt hobi crying i start crying,1
I made a joke &amp; my boyfriend laughed but when I looked over he was actually laughing at a video on his phone #sad #&lt;/3 #hurting #brokenheart,1
"“I am very sad and I feel more miserable than I can say, and I do not know how far I’ve come. I do not know what to do or what to think.”",1
#sadness #cry 💔 dad will never understand his 3rd child,1
"lonely is not being alone, it's the feeling that no one cares. #alone #depressed #anxiety",1
"All I want to do is sleep. My dreams are bizarre, but still an escape from my problems. Is this #anxiety, #depression, or both? #tiredoflife",1
ha 🙃 ha 🙃 i just realised that i've never actually been to therapy and i still don't know if i'm depressed or just sad all the time,1
nothing happened to make me sad but i almost burst into tears like 3 times today¿,1
"Would love to stop crying sometime today, on my tenth cry 🙄 deep sadness on top of food poisoning do not mix. #miserable",1
I'm so ready to take off my sneakers. They hurting me 😭,1
"Once she said you are my world, now she is saying not only you exist in the earth. #pain  #heartbreaking",1
@DavidLammy This kind of abuse is UNBELIEVABLE and an absolute disgrace. It makes me sad to see this #dismayed,1
"Hate seein stories on animal cruelty, why would any1 wanna hurt poor defenceless animals 😩😭 #StopAnimalCruelty #heartbreaking #worldsgoneMad",1
"And now that Im having the other way around, i feel so upset and sad",1
we understand that most people who reply immediately to an op with an invitation to talk privately mean only to help but this type of response usually lead to either disappointment or disaster it usually work out quite differently here than when you say pm me anytime in a casual social context we have huge admiration and appreciation for the goodwill and good citizenship of so many of you who support others here and flag inappropriate content even more so because we know that so many of you are struggling yourselves we re hard at work behind the scene on more information and resource to make it easier to give and get quality help here this is just a small start our new wiki page explains in detail why it s much better to respond in public comment at least until you ve gotten to know someone it will be maintained at r depression wiki private contact and the full text of the current version is below summary anyone who while acting a a helper invite or accepts private contact i e pm chat or any kind of offsite communication early in the conversion is showing either bad intention or bad judgement either way it s unwise to trust them pm me anytime seems like a kind and generous offer and it might be perfectly well meaning but unless and until a solid rapport ha been established it s just not a wise idea here are some point to consider before you offer or accept an invitation to communicate privately by posting supportive reply publicly you ll help more people than just the op if your response are of good quality you ll educate and inspire other helper the 9 90 rule http en wikipedia org wiki rule internet culture applies here a much a it doe anywhere else on the internet people who are struggling with serious mental health issue often justifiably have a low tolerance for disappointment and a high level of ever changing emotional need unless the helper is able to make a 00 commitment to be there for them in every way for a long a necessary offering a personal inbox a a resource is likely to do more harm than good this is why mental health crisis line responder usually don t give their name and caller aren t allowed to request specific responder it s much healthier and safer for the caller to develop a relationship with the agency a a whole analogously it s much safer and healthier for our ops to develop a relationship with the community a a whole even trained responder are generally not allowed to work high intensity situation alone it s partly about availability but it s mostly about wider perspective and preventing compassion fatigue if a helper get in over their head with someone whose mental health issue including suicidality which is often comorbid with depression escalate in a pm conversation it s much harder for others including the r depression and r suicidewatch moderator to help contrary to common assumption moderator can t see or police pm in our observation over many year the people who say pm me the most are consistently the one with the least understanding of mental health issue and mental health support we all have gap in our knowledge and in our ability to communicate effectively community input mitigates these limitation there s no reason why someone who s truly here to help would want to hide their response from community scrutiny if helper are concerned about their own privacy keep in mind that self disclosure when used supportively is more about the feeling than the detail and that we have no problem here with the use of alt throwaway account and have no restriction on account age or karma we all know the internet is used by some people to exploit or abuse others these people do want to hide their deceptive and manipulative response from everyone except their victim there are many of them who specifically target those who are vulnerable because of mental health issue if a helper invite an op to talk privately and give them a good supportive experience they ve primed that person to be more vulnerable to abuser this sort of cognitive priming tends to be particularly effective when someone s in a state of mental health crisis when people rely more on heuristic than critical reasoning if ops want to talk privately posting on a wide open anonymous forum like reddit might not be the best option although we don t recommend it we do allow ops to request private contact when asking for support if you want to do this please keep your expectation realistic and to have a careful look at the history of anyone who offer to pm before opening up to them,1
i live alone and despite me being prone to loneliness a i find myself to be emotionally needy i seem to have the urge to cut important people out of my life when i get depressed friend girlfriend i feel easily annoyed and judgmental even if they did nothing wrong i can t explain it maybe by posting here i can find some people that can relate it sort of like a feeling of i am better off alone doe anyone else find themselves constantly having the urge to push people away it feel like i am being consumed by depression again,1
mom i m sad it hurt in my heart the feeling fall into my stomach i can t stop the tear when they start mom i m sad that i never did anything that i never achieved anything that everything just fell apart i can t get up in the morning i can t focus on anything but the sadness i can t put my clean clothes away i don t have the energy to try i sleep all day because it make time go by faster it s hard for me to try and take care of my dog because that mean getting up my thought race all day about what could have been mom i m sad because i don t know if i can make it i don t know if i can keep going i don t want to break you and dad heart but i think my heart ha been broken for a very long time the fight inside me is starting to slow down everything is turning black i don t know if i can make my way to see the light anymore,1
got no one to talk to have no one around i ve been procrastinating on something for so long and i have no idea when i ll ever become serious or steadfast i just feel like a total waste i ve isolated myself which is making me go crazy right now no friend at all i m literally alone now feel like shit,1
it s so pointless for me to still be alive my life is worthless why am i still here,1
i m starting to lose hope i feel like i m on auto pilot i m not living i m existing,1
it s just a constant reminder that you don t really have any friend seeing everyone having fun laughing hanging out with eachother and then there is me depressing awkward and lonely i fucking hate it i just can t take it every single day being reminded of how much of a sad loser i am,1
i don t really have any actual friend but i also have no motivation to actually make any i just can t be bothered but in a way i m almost scared to feel better again it s like i enjoy feeling sorry for myself or something,1
another day i do not feel alive i do not feel like i matter i do feel like i am in the way and i do feel like my dream are my only escape lately i have had more anxiety or stress dream tho last one wa about the world ending and everyone rich enough could get a ticket to go on lot of huge spaceship ticket price wa low enough for my aunt and uncle to afford it left without a bother at all for me being alone it felt so strange seeing them board that ship and how little they cared the price wa like 00 000 dollar per person then added in wa pet and i have cat cat cost 00 per cat i could not afford it so i wa left alone just watching ship after ship leaving some malfunctioned and crashed it wa weird watching idk im just tired of feeling alone or abandoned even in my dream and how people dont get how much my cat matter to me they are here for me every day wish insomnia would go away too just another post from a living dead soul sorry,1
i just went through a couple of month of sad dark feeling and thought best way i can explain it is a painful emptiness inside of me mentally for most of my life i always remember going through these phase it never a on or off switch it just kinda slowly engulf me one day i feel a little bit sad and it start this snowball effect after a couple of month of the constant painful emotionless feeling i keep getting the same thought of just ending myself but today i think i m happy it weird to explain but life seems a bit more vibrant music is touching me emotionally to the point i want to sing i hope today is the start of my happy phase and i really hope it last just a long i m so desperate to feel something again,1
I am not feeling good I feel anxious anxiety and sadness,1
I want to end my life I want to kill myself I am done with my life,1
I hate my life I don�t feel like doing anything I no longer feel excitement in anything,1
